scan_id,frame_index,sequence_id,scan_chunk,environment_type,object_count_total,object_count_human,object_count_forklift,object_count_pallet,object_count_vehicle_platform,nearest_object_distance_m,nearest_human_distance_m,average_obstacle_distance_m,obstacle_density,left_clearance_m,right_clearance_m,front_clearance_m,free_space_ratio,clutter_score,occlusion_proxy,bbox_volume_mean,bbox_volume_max,object_speed_proxy,path_blockage_score,congestion_score,future_window_observed_frames,future_min_nearest_object_distance_m,future_min_front_clearance_m,future_max_path_blockage_score,future_max_congestion_score,future_max_object_count_forklift,unsafe_clearance_label,congestion_risk_label,obstacle_proximity_risk,future_outcome_severity_score,risk_level,risk_label,split
000982,982,warehouse_main,warehouse_main_chunk_0019,warehouse_aisle,2,0,0,1,1,4.9977,25.0,5.5208,0.1042,0.1968,0.0296,2.8296,0.6771,0.4178,0.0,2.7627,4.0862,0.0457,0.2114,0.3355,10,4.9926,2.8218,0.2119,0.3436,0.0,0,0,0.1952,0.2062,0,0,train
000983,983,warehouse_main,warehouse_main_chunk_0019,warehouse_aisle,2,0,0,1,1,4.9961,25.0,5.5233,0.1042,0.1898,0.0794,2.8384,0.6771,0.4132,0.0,2.7627,4.0862,0.0533,0.2108,0.3342,10,4.9917,2.7777,0.2148,0.3436,0.0,0,0,0.1955,0.2284,0,0,train
000984,984,warehouse_main,warehouse_main_chunk_0019,warehouse_aisle,2,0,0,1,1,4.9963,25.0,5.5319,0.1042,0.1434,0.1408,2.8364,0.6771,0.4115,0.0,2.7627,4.0862,0.1296,0.2109,0.334,10,4.9911,2.7645,0.2157,0.3456,0.0,0,0,0.1957,0.2371,0,0,train
000985,985,warehouse_main,warehouse_main_chunk_0019,warehouse_aisle,2,0,0,1,1,4.9939,25.0,5.5343,0.1042,0.1015,0.1841,2.8426,0.6354,0.4151,0.0,2.7627,4.0862,0.0817,0.2105,0.3427,10,4.9891,2.7286,0.2181,0.3494,0.0,0,0,0.1965,0.259,0,0,train
000986,986,warehouse_main,warehouse_main_chunk_0019,warehouse_aisle,2,0,0,1,1,4.9933,25.0,5.5381,0.1042,0.0794,0.2269,2.8278,0.6771,0.4171,0.0,2.7627,4.0862,0.0859,0.2115,0.3355,10,4.9883,2.6961,0.2203,0.3494,0.0,1,0,0.1968,0.2756,0,0,train
000987,987,warehouse_main,warehouse_main_chunk_0019,warehouse_aisle,2,0,0,1,1,4.9937,25.0,5.5429,0.1042,0.0387,0.2691,2.8279,0.6667,0.419,0.0,2.7627,4.0862,0.0901,0.2115,0.3379,10,4.9855,2.6702,0.222,0.3522,0.0,1,0,0.1979,0.2931,0,0,train
000988,988,warehouse_main,warehouse_main_chunk_0019,warehouse_aisle,2,0,0,1,1,4.9933,25.0,5.5473,0.1042,0.0173,0.0025,2.8328,0.6458,0.4171,0.0,2.7627,4.0862,0.0954,0.2111,0.3415,10,4.983,2.633,0.2245,0.3553,0.0,1,0,0.1988,0.3172,0,0,train
000989,989,warehouse_main,warehouse_main_chunk_0019,warehouse_aisle,2,0,0,1,1,4.9941,25.0,5.5526,0.1042,0.5943,0.0066,2.8421,0.6562,0.4152,0.0,2.7627,4.0862,0.1006,0.2105,0.3386,10,4.9805,2.6088,0.2261,0.3645,0.0,1,0,0.1998,0.3401,0,0,train
000990,990,warehouse_main,warehouse_main_chunk_0019,warehouse_aisle,2,0,0,1,1,4.9926,25.0,5.5554,0.1042,0.0462,0.4763,2.8614,0.6562,0.416,0.0,2.7627,4.0862,0.1098,0.2092,0.338,9,4.9805,2.6088,0.2261,0.3645,0.0,1,0,0.1998,0.3401,0,0,train
001000,1000,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.9773,25.0,5.5771,0.1042,0.1018,0.4246,2.5951,0.6562,0.4106,0.0,2.7627,4.0862,0.0,0.227,0.3484,10,4.9056,2.4357,0.2376,0.3638,0.0,1,1,0.2286,0.4371,1,1,train
001001,1001,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.9731,25.0,5.5748,0.1042,0.0021,0.0104,2.538,0.6146,0.4106,0.0,2.7627,4.0862,0.2646,0.2308,0.3592,10,4.8981,2.4357,0.2376,0.3647,0.0,1,1,0.2315,0.4388,1,1,train
001002,1002,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.9679,25.0,5.5705,0.1042,1.844,0.0442,2.5121,0.6354,0.4071,0.0,2.7627,4.0862,0.1277,0.2325,0.3555,10,4.8946,2.4357,0.2376,0.3647,0.0,1,1,0.2328,0.4392,1,1,train
001003,1003,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.9647,25.0,5.5675,0.1042,1.7993,0.0985,2.4691,0.6042,0.4082,0.0,2.7627,4.0862,0.1164,0.2354,0.3638,10,4.8845,2.4357,0.2376,0.3647,0.0,1,1,0.2367,0.4404,1,1,train
001004,1004,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.9594,25.0,5.562,0.1042,1.7512,0.1707,2.5107,0.625,0.4089,0.0,2.7627,4.0862,0.1049,0.2326,0.358,10,4.8794,2.4357,0.2376,0.3683,0.0,1,1,0.2387,0.4446,1,1,train
001005,1005,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.9537,25.0,5.5557,0.1042,1.6948,0.2209,2.5071,0.6146,0.4108,0.0,2.7627,4.0862,0.0929,0.2329,0.3606,10,4.8739,2.4357,0.2376,0.3683,0.0,1,1,0.2408,0.4452,1,1,train
001006,1006,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.9453,25.0,5.5461,0.1042,1.6575,0.2505,2.6694,0.625,0.4099,0.0,2.7627,4.0862,0.0739,0.222,0.3513,10,4.8696,2.4357,0.2376,0.3683,0.0,1,1,0.2425,0.4457,1,1,train
001007,1007,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.9386,25.0,5.5378,0.1042,1.6345,0.2687,2.6549,0.6146,0.4113,0.0,2.7627,4.0862,0.047,0.223,0.3543,10,4.8649,2.4357,0.2376,0.3683,0.0,1,1,0.2443,0.4462,1,1,train
001008,1008,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.923,25.0,5.5182,0.1042,1.62,0.2899,2.4357,0.6146,0.4089,0.0,2.7627,4.0862,0.0371,0.2376,0.3633,10,4.8602,2.4629,0.2358,0.3683,0.0,1,1,0.2461,0.4388,1,1,train
001009,1009,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.9131,25.0,5.5056,0.1042,1.6203,0.2909,2.5838,0.625,0.4069,0.0,2.7627,4.0862,0.0189,0.2277,0.3544,10,4.8566,2.4629,0.2358,0.3683,0.0,1,1,0.2475,0.4393,1,1,train
001010,1010,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.9056,25.0,5.4957,0.1042,1.6334,0.3184,2.7258,0.6042,0.4108,0.0,2.7627,4.0862,0.035,0.2183,0.3532,10,4.8532,2.4629,0.2358,0.3683,0.0,1,1,0.2488,0.4396,1,1,train
001011,1011,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8981,25.0,5.4849,0.1042,1.6483,0.3409,2.4629,0.6042,0.4113,0.0,2.7627,4.0862,0.0521,0.2358,0.3647,10,4.8458,2.5083,0.2328,0.3683,0.0,1,1,0.2516,0.4153,1,1,train
001012,1012,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8946,25.0,5.4779,0.1042,1.6353,0.3006,2.5083,0.6146,0.4082,0.0,2.7627,4.0862,0.0677,0.2328,0.36,10,4.8456,2.5191,0.2321,0.3683,0.0,1,1,0.2517,0.4093,1,1,train
001013,1013,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8845,25.0,5.4645,0.1042,1.6434,0.2454,2.5191,0.6042,0.4138,0.0,2.7627,4.0862,0.0748,0.2321,0.3628,10,4.844,2.5367,0.2309,0.3683,0.0,1,0,0.2523,0.3997,0,0,train
001014,1014,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8794,25.0,5.4557,0.1042,1.6546,0.2017,2.544,0.5729,0.4158,0.0,2.7627,4.0862,0.0838,0.2304,0.3683,10,4.844,2.5367,0.2309,0.3658,0.0,1,0,0.2523,0.3972,0,0,train
001015,1015,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8739,25.0,5.4458,0.1042,1.6467,0.3379,2.5367,0.5833,0.4121,0.0,2.7627,4.0862,0.0865,0.2309,0.3658,10,4.844,2.5685,0.2288,0.3639,0.0,1,0,0.2523,0.3777,0,0,train
001016,1016,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8696,25.0,5.4374,0.1042,1.6617,0.2873,2.5685,0.5938,0.4099,0.0,2.7627,4.0862,0.0925,0.2288,0.3619,10,4.844,2.5895,0.2274,0.3639,0.0,1,0,0.2523,0.366,0,0,train
001017,1017,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8649,25.0,5.4283,0.1042,1.6734,0.2509,2.5895,0.5833,0.4141,0.0,2.7627,4.0862,0.0946,0.2274,0.3639,10,4.844,2.6719,0.2219,0.3559,0.0,1,0,0.2523,0.3122,0,0,train
001018,1018,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8602,25.0,5.4144,0.1042,1.6881,0.1637,2.6719,0.6146,0.4141,0.0,2.7627,4.0862,0.1891,0.2219,0.3541,10,4.844,2.6972,0.2202,0.3559,0.0,1,0,0.2523,0.2982,0,0,train
001019,1019,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8566,25.0,5.4063,0.1042,1.7053,0.187,2.7126,0.6146,0.4132,0.0,2.7627,4.0862,0.0893,0.2192,0.3522,10,4.844,2.6972,0.2202,0.3559,0.0,1,0,0.2523,0.2982,0,0,train
001020,1020,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8532,25.0,5.3992,0.1042,1.7247,0.2409,2.6972,0.6042,0.418,0.0,2.7627,4.0862,0.0852,0.2202,0.3559,10,4.844,2.7632,0.2158,0.353,0.0,0,0,0.2523,0.2621,0,0,train
001021,1021,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8458,25.0,5.3849,0.1042,1.7426,0.139,2.7909,0.5938,0.411,0.0,2.7627,4.0862,0.1601,0.2139,0.3525,10,4.844,2.7632,0.2158,0.353,0.0,0,0,0.2523,0.2621,0,0,train
001022,1022,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8456,25.0,5.3822,0.1042,1.7674,0.1137,2.7632,0.6042,0.4167,0.0,2.7627,4.0862,0.0789,0.2158,0.3528,10,4.844,2.8101,0.2127,0.353,0.0,0,0,0.2523,0.2386,0,0,train
001023,1023,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.844,25.0,5.3783,0.1042,1.785,0.0865,2.8101,0.5938,0.4177,0.0,2.7627,4.0862,0.0714,0.2127,0.353,10,4.8453,2.8175,0.2122,0.3527,0.0,0,0,0.2518,0.2345,0,0,train
001024,1024,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8453,25.0,5.3782,0.1042,1.822,0.0576,2.8239,0.6042,0.4162,0.0,2.7627,4.0862,0.0706,0.2117,0.35,10,4.8457,2.8175,0.2122,0.3527,0.0,0,0,0.2517,0.2344,0,0,train
001025,1025,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8457,25.0,5.3777,0.1042,1.8353,0.0104,2.8175,0.5938,0.4175,0.0,2.7627,4.0862,0.0628,0.2122,0.3527,10,4.8467,2.8331,0.2111,0.3526,0.0,0,0,0.2513,0.2264,0,0,train
001026,1026,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8467,25.0,5.3784,0.1042,0.0155,0.0047,2.8339,0.5938,0.4206,0.0,2.7627,4.0862,0.0596,0.2111,0.3526,10,4.8506,2.8331,0.2111,0.3492,0.0,0,0,0.2498,0.2226,0,0,train
001027,1027,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8506,25.0,5.3825,0.1042,0.0005,0.0209,2.8762,0.6042,0.4203,0.0,2.7627,4.0862,0.059,0.2083,0.3486,10,4.8578,2.8305,0.2113,0.3492,0.0,0,0,0.247,0.2231,0,0,train
001028,1028,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8578,25.0,5.3913,0.1042,0.0181,0.0026,2.8529,0.625,0.4216,0.0,2.7627,4.0862,0.11,0.2098,0.3457,10,4.8597,2.7632,0.2158,0.3496,0.0,0,0,0.2463,0.2569,0,0,train
001029,1029,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8597,25.0,5.3948,0.1042,0.0041,0.0166,2.8999,0.6354,0.4204,0.0,2.7627,4.0862,0.0452,0.2067,0.3413,10,4.8615,2.7632,0.2158,0.3497,0.0,0,0,0.2456,0.2568,0,0,train
001030,1030,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8624,25.0,5.3999,0.1042,0.0057,0.0129,2.8779,0.625,0.4203,0.0,2.7627,4.0862,0.0353,0.2081,0.3443,10,4.8615,2.7632,0.2158,0.3519,0.0,0,0,0.2456,0.259,0,0,train
001031,1031,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8634,25.0,5.4032,0.1042,0.0067,0.3276,2.8614,0.6354,0.4214,0.0,2.7627,4.0862,0.0246,0.2092,0.3432,10,4.8615,2.7632,0.2158,0.3531,0.0,0,0,0.2456,0.2602,0,0,train
001032,1032,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8642,25.0,5.4067,0.1042,0.0046,0.3234,2.8735,0.6042,0.4229,0.0,2.7627,4.0862,0.0121,0.2084,0.3492,10,4.8615,2.7632,0.2158,0.3551,0.0,0,0,0.2456,0.2622,0,0,train
001033,1033,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8655,25.0,5.4103,0.1042,0.022,0.2898,2.8508,0.6354,0.4217,0.0,2.7627,4.0862,0.0087,0.2099,0.3437,10,4.8615,2.7541,0.2164,0.3551,0.0,0,0,0.2456,0.2667,0,0,train
001034,1034,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.866,25.0,5.4137,0.1042,0.0209,0.2767,2.8588,0.6146,0.4234,0.0,2.7627,4.0862,0.0229,0.2094,0.3479,10,4.8615,2.7235,0.2184,0.3601,0.0,0,0,0.2456,0.287,0,0,train
001035,1035,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8642,25.0,5.4168,0.1042,0.0108,0.0081,2.8331,0.6146,0.4236,0.0,2.7627,4.0862,0.0835,0.2111,0.349,10,4.8615,2.7235,0.2184,0.3601,0.0,0,0,0.2456,0.287,0,0,train
001036,1036,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8639,25.0,5.4185,0.1042,0.0067,0.0122,2.8605,0.6354,0.4247,0.0,2.7627,4.0862,0.0544,0.2093,0.3439,10,4.8615,2.7143,0.219,0.3609,0.0,0,0,0.2456,0.2924,0,0,train
001037,1037,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.863,25.0,5.4193,0.1042,0.0101,0.0096,2.8305,0.625,0.4204,0.0,2.7627,4.0862,0.0571,0.2113,0.3464,10,4.8615,2.7114,0.2192,0.3609,0.0,0,0,0.2456,0.2939,0,0,train
001038,1038,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8615,25.0,5.4197,0.1042,0.0178,0.002,2.7632,0.625,0.4216,0.0,2.7627,4.0862,0.0601,0.2158,0.3496,10,4.8631,2.7043,0.2197,0.3609,0.0,0,0,0.245,0.2972,0,0,train
001039,1039,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8631,25.0,5.4227,0.1042,0.0498,0.426,2.8071,0.6146,0.4212,0.0,2.7627,4.0862,0.056,0.2129,0.3497,10,4.8642,2.6997,0.22,0.3609,0.0,1,0,0.2445,0.2994,0,0,train
001040,1040,warehouse_main,warehouse_main_chunk_0020,warehouse_aisle,2,0,0,1,1,4.8642,25.0,5.4258,0.1042,0.0222,0.4529,2.8036,0.6042,0.421,0.0,2.7627,4.0862,0.0548,0.2131,0.3519,9,4.8659,2.6997,0.22,0.3609,0.0,1,0,0.2439,0.2992,0,0,train
001050,1050,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.8925,25.0,5.4787,0.1042,0.1251,0.6206,2.6836,0.6042,0.424,0.0,2.7627,4.0862,0.0,0.2211,0.3577,10,4.8957,2.5948,0.227,0.3626,0.0,1,0,0.2324,0.3558,0,0,train
001051,1051,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.8957,25.0,5.4837,0.1042,1.5943,0.6341,2.6737,0.6042,0.4184,0.0,2.7627,4.0862,0.0485,0.2218,0.357,10,4.8982,2.5936,0.2271,0.3626,0.0,1,0,0.2315,0.3562,0,0,train
001052,1052,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.8982,25.0,5.4879,0.1042,0.0732,0.6597,2.6476,0.5833,0.4084,0.0,2.7627,4.0862,0.0503,0.2235,0.3603,10,4.901,2.5867,0.2276,0.3626,0.0,1,0,0.2304,0.3597,0,0,train
001053,1053,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.901,25.0,5.4924,0.1042,1.5609,0.6905,2.6768,0.6146,0.4316,0.0,2.7627,4.0862,0.0447,0.2215,0.3574,10,4.9051,2.5747,0.2284,0.3626,0.0,1,0,0.2288,0.3659,0,0,train
001054,1054,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9051,25.0,5.4996,0.1042,0.1229,0.7188,2.6871,0.5938,0.4156,0.0,2.7627,4.0862,0.0854,0.2209,0.3579,10,4.9083,2.5747,0.2284,0.3626,0.0,1,0,0.2276,0.3655,0,0,train
001055,1055,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9083,25.0,5.5041,0.1042,0.1167,0.0225,2.647,0.5729,0.4095,0.0,2.7627,4.0862,0.0246,0.2235,0.3626,10,4.9092,2.5627,0.2292,0.3609,0.0,1,0,0.2272,0.3704,0,0,train
001056,1056,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9092,25.0,5.5065,0.1042,1.6286,0.6113,2.6102,0.625,0.4123,0.0,2.7627,4.0862,0.0222,0.226,0.3543,10,4.9125,2.5627,0.2292,0.3609,0.0,1,0,0.226,0.37,0,0,train
001057,1057,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9125,25.0,5.511,0.1042,0.0016,0.2134,2.6061,0.5938,0.4102,0.0,2.7627,4.0862,0.0098,0.2263,0.3604,10,4.914,2.5627,0.2292,0.3609,0.0,1,0,0.2254,0.3698,0,0,train
001058,1058,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.914,25.0,5.5139,0.1042,0.1125,0.047,2.6114,0.5938,0.4141,0.0,2.7627,4.0862,0.0072,0.2259,0.3609,10,4.9168,2.5627,0.2292,0.3576,0.0,1,0,0.2243,0.3662,0,0,train
001059,1059,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9168,25.0,5.5178,0.1042,0.0424,0.0419,2.5948,0.6146,0.4147,0.0,2.7627,4.0862,0.0043,0.227,0.3576,10,4.9188,2.5627,0.2292,0.3568,0.0,1,0,0.2235,0.3652,0,0,train
001060,1060,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9188,25.0,5.5207,0.1042,0.0366,0.0486,2.6005,0.6354,0.4143,0.0,2.7627,4.0862,0.0036,0.2266,0.3531,10,4.921,2.5627,0.2292,0.3568,0.0,1,0,0.2227,0.3649,0,0,train
001061,1061,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.921,25.0,5.5238,0.1042,0.0367,0.4721,2.5936,0.6562,0.4184,0.0,2.7627,4.0862,0.0053,0.2271,0.35,10,4.9235,2.5627,0.2292,0.3568,0.0,1,0,0.2217,0.3646,0,0,train
001062,1062,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9235,25.0,5.5272,0.1042,0.0367,0.1546,2.5867,0.6354,0.4264,0.0,2.7627,4.0862,0.0044,0.2276,0.3561,10,4.925,2.5627,0.2292,0.3568,0.0,1,0,0.2212,0.3645,0,0,train
001063,1063,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.925,25.0,5.5298,0.1042,0.0409,0.0589,2.5747,0.6354,0.4191,0.0,2.7627,4.0862,0.0074,0.2284,0.3552,10,4.9269,2.5627,0.2292,0.3568,0.0,1,0,0.2204,0.3642,0,0,train
001064,1064,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9269,25.0,5.5326,0.1042,0.0267,0.1417,2.5828,0.6458,0.424,0.0,2.7627,4.0862,0.0055,0.2278,0.3537,10,4.9288,2.5627,0.2292,0.3568,0.0,1,0,0.2197,0.364,0,0,train
001065,1065,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9288,25.0,5.5355,0.1042,0.0392,0.062,2.5627,0.6354,0.4245,0.0,2.7627,4.0862,0.0049,0.2292,0.3568,10,4.93,2.5691,0.2287,0.3562,0.0,1,0,0.2192,0.3597,0,0,train
001066,1066,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.93,25.0,5.5374,0.1042,0.0322,0.0525,2.5728,0.6354,0.4147,0.0,2.7627,4.0862,0.0038,0.2285,0.3544,10,4.9312,2.5691,0.2287,0.3562,0.0,1,0,0.2188,0.3595,0,0,train
001067,1067,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9312,25.0,5.5396,0.1042,0.0311,0.0682,2.5691,0.6354,0.4089,0.0,2.7627,4.0862,0.0032,0.2287,0.3534,10,4.9341,2.5743,0.2284,0.3562,0.0,1,0,0.2177,0.3563,0,0,train
001068,1068,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9341,25.0,5.5438,0.1042,0.0426,0.2338,2.5745,0.6354,0.4177,0.0,2.7627,4.0862,0.005,0.2284,0.3549,10,4.9359,2.5743,0.2284,0.3608,0.0,1,0,0.217,0.3607,0,0,train
001069,1069,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9359,25.0,5.5466,0.1042,0.0506,0.0709,2.5818,0.6354,0.4093,0.0,2.7627,4.0862,0.0067,0.2279,0.3529,10,4.9375,2.5743,0.2284,0.3608,0.0,1,0,0.2163,0.3606,0,0,train
001070,1070,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9375,25.0,5.5486,0.1042,0.0608,0.2567,2.5812,0.625,0.4097,0.0,2.7627,4.0862,0.0095,0.2279,0.3551,10,4.939,2.5724,0.2285,0.3608,0.0,1,0,0.2158,0.3614,0,0,train
001071,1071,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.939,25.0,5.5507,0.1042,0.0526,0.0524,2.5963,0.625,0.4082,0.0,2.7627,4.0862,0.0119,0.2269,0.3541,10,4.9413,2.5724,0.2285,0.3608,0.0,1,0,0.2149,0.3611,0,0,train
001072,1072,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9413,25.0,5.5536,0.1042,0.0627,0.4444,2.5743,0.6354,0.4097,0.0,2.7627,4.0862,0.0091,0.2284,0.3533,10,4.9418,2.5724,0.2285,0.3608,0.0,1,0,0.2147,0.3611,0,0,train
001073,1073,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9418,25.0,5.5544,0.1042,0.0707,0.164,2.5902,0.6146,0.4069,0.0,2.7627,4.0862,0.0122,0.2273,0.3562,10,4.9443,2.5724,0.2285,0.3608,0.0,1,0,0.2137,0.3608,0,0,train
001074,1074,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9443,25.0,5.5574,0.1042,0.0764,0.0457,2.5921,0.625,0.408,0.0,2.7627,4.0862,0.0116,0.2272,0.3543,10,4.9456,2.5724,0.2285,0.3608,0.0,1,0,0.2132,0.3607,0,0,train
001075,1075,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9456,25.0,5.5594,0.1042,0.0339,0.4255,2.6079,0.625,0.4078,0.0,2.7627,4.0862,0.0078,0.2261,0.3536,10,4.9481,2.5724,0.2285,0.3608,0.0,1,0,0.2123,0.3604,0,0,train
001076,1076,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9481,25.0,5.5621,0.1042,0.0832,0.1924,2.5965,0.6146,0.4074,0.0,2.7627,4.0862,0.0077,0.2269,0.3561,10,4.9495,2.5724,0.2285,0.3608,0.0,1,0,0.2117,0.3602,0,0,train
001077,1077,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9495,25.0,5.5642,0.1042,0.0856,0.1089,2.5943,0.6146,0.4028,0.0,2.7627,4.0862,0.0027,0.227,0.3552,10,4.9512,2.5724,0.2285,0.3608,0.0,1,0,0.2111,0.36,0,0,train
001078,1078,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9512,25.0,5.5666,0.1042,0.089,0.0335,2.581,0.5938,0.4071,0.0,2.7627,4.0862,0.0027,0.2279,0.3608,10,4.9523,2.5724,0.2285,0.3585,0.0,1,0,0.2107,0.3576,0,0,train
001079,1079,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9523,25.0,5.5682,0.1042,0.0945,0.1435,2.5907,0.6042,0.4082,0.0,2.7627,4.0862,0.0037,0.2273,0.3585,10,4.9533,2.5724,0.2285,0.3584,0.0,1,0,0.2103,0.3574,0,0,train
001080,1080,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9533,25.0,5.57,0.1042,0.1012,0.1677,2.5724,0.625,0.4045,0.0,2.7627,4.0862,0.002,0.2285,0.3544,10,4.9553,2.5772,0.2282,0.3584,0.0,1,0,0.2095,0.3545,0,0,train
001081,1081,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9553,25.0,5.5726,0.1042,0.1079,0.2328,2.5772,0.6146,0.4074,0.0,2.7627,4.0862,0.0041,0.2282,0.3569,10,4.9567,2.5793,0.228,0.3584,0.0,1,0,0.209,0.3531,0,0,train
001082,1082,warehouse_main,warehouse_main_chunk_0021,warehouse_aisle,2,0,0,1,1,4.9567,25.0,5.5744,0.1042,0.0926,0.0314,2.6637,0.625,0.4054,0.0,2.7627,4.0862,0.0027,0.2224,0.3507,10,4.9569,2.5793,0.228,0.3584,0.0,1,0,0.2089,0.3531,0,0,train
