scan_id,frame_index,sequence_id,scan_chunk,environment_type,object_count_total,object_count_human,object_count_forklift,object_count_pallet,object_count_vehicle_platform,nearest_object_distance_m,nearest_human_distance_m,average_obstacle_distance_m,obstacle_density,left_clearance_m,right_clearance_m,front_clearance_m,free_space_ratio,clutter_score,occlusion_proxy,bbox_volume_mean,bbox_volume_max,object_speed_proxy,path_blockage_score,congestion_score,future_window_observed_frames,future_min_nearest_object_distance_m,future_min_front_clearance_m,future_max_path_blockage_score,future_max_congestion_score,future_max_object_count_forklift,unsafe_clearance_label,congestion_risk_label,obstacle_proximity_risk,future_outcome_severity_score,risk_level,risk_label,split
000000,0,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,3.614,25.0,3.614,0.0521,1.8175,1.6634,3.038,0.6042,0.3112,0.0,18.5365,18.5365,0.0,0.1975,0.2948,10,3.6912,2.9308,0.3161,0.311,1.0,1,0,0.6957,0.3994,0,0,train
000001,1,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,3.6912,25.0,3.6912,0.0521,2.27,1.55,2.9308,0.5833,0.3485,0.0,18.5365,18.5365,0.5231,0.2046,0.311,10,3.7415,3.2566,0.3161,0.3093,1.0,1,0,0.6763,0.333,0,0,train
000002,2,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,3.7415,25.0,3.7415,0.0521,2.4541,2.4045,3.4187,0.625,0.4124,0.0,18.5365,18.5365,0.3788,0.1721,0.2943,10,3.8332,3.1006,0.3433,0.3318,1.0,1,0,0.6411,0.3669,0,0,train
000003,3,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,3.8332,25.0,3.8332,0.0521,2.47,2.3545,3.502,0.6562,0.4406,0.0,18.5365,18.5365,0.2329,0.1665,0.2901,10,3.4838,2.953,0.3531,0.3318,1.0,1,1,0.7755,0.4639,1,1,train
000004,4,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,3.9866,25.0,3.9866,0.0521,2.4885,2.2926,3.5539,0.7083,0.4127,0.0,18.5365,18.5365,0.3684,0.1631,0.2719,10,3.1113,2.953,0.3531,0.3318,1.0,1,1,0.9187,0.5068,1,1,train
000005,5,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.1823,25.0,4.1823,0.0521,2.506,2.2724,3.2566,0.7083,0.3314,0.0,18.5365,18.5365,0.4415,0.1829,0.2685,10,2.3431,2.953,0.3531,0.3318,1.0,1,1,1.0,0.5312,1,1,train
000006,6,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.4301,25.0,4.4301,0.0521,2.6705,2.0784,3.5072,0.7604,0.2928,0.0,18.5365,18.5365,0.4632,0.1662,0.2395,10,2.3431,2.953,0.3531,0.3318,1.0,1,1,1.0,0.5312,1,1,train
000007,7,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.6943,25.0,4.6943,0.0521,2.6357,1.8922,3.5126,0.7812,0.2411,0.0,18.5365,18.5365,0.3596,0.1658,0.2248,10,2.3431,2.953,0.3531,0.3318,1.0,1,1,1.0,0.5312,1,1,train
000008,8,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.9873,25.0,4.9873,0.0521,2.6561,2.3266,3.4706,0.7604,0.2573,0.0,18.5365,18.5365,1.3844,0.1686,0.234,10,2.3431,2.953,0.3531,0.3318,1.0,1,1,1.0,0.5312,1,1,train
000009,9,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,5.0452,25.0,5.0452,0.0521,2.6717,2.3133,3.4852,0.7708,0.2731,0.0,18.5365,18.5365,1.0229,0.1677,0.2344,10,2.3431,2.953,0.3531,0.3318,1.0,1,1,1.0,0.5312,1,1,train
000010,10,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.7678,25.0,4.7678,0.0521,2.6367,2.3374,3.5084,0.6354,0.3583,0.0,18.5365,18.5365,1.9309,0.3161,0.3001,10,2.3431,2.953,0.3531,0.3318,1.0,1,1,1.0,0.5312,1,1,train
000011,11,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.4919,25.0,4.4919,0.0521,2.6268,2.4517,3.5539,0.6562,0.4354,0.0,18.5365,18.5365,0.9644,0.3131,0.3093,10,2.3431,2.953,0.3531,0.3318,1.0,1,1,1.0,0.5312,1,1,train
000012,12,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,3.9776,25.0,3.9776,0.0521,2.5586,2.3918,3.1006,0.6875,0.4807,0.0,18.5365,18.5365,0.8894,0.3433,0.3318,10,2.3431,2.953,0.3531,0.33,1.0,1,1,1.0,0.5294,1,1,train
000013,13,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,3.4838,25.0,3.4838,0.0521,2.4108,1.5596,2.953,0.6875,0.4397,0.0,18.5365,18.5365,0.5166,0.3531,0.33,10,2.3431,2.9558,0.3435,0.2876,1.0,1,1,1.0,0.5,1,1,train
000014,14,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,3.1113,25.0,3.1113,0.0521,2.3777,2.1329,3.097,0.7396,0.311,0.0,18.5365,18.5365,0.7068,0.3435,0.2876,10,2.3431,2.9558,0.2029,0.2869,1.0,1,0,1.0,0.3971,0,0,train
000015,15,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,2.3431,25.0,2.3431,0.0521,2.5308,10.0,3.1727,0.7188,0.2894,0.0,19.1947,19.1947,5.2399,0.1885,0.2617,10,2.7884,2.9558,0.2029,0.2869,1.0,1,0,1.0,0.3971,0,0,train
000016,16,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,2.7884,25.0,2.7884,0.0521,2.1998,10.0,3.1405,0.7083,0.321,0.0,19.1947,19.1947,0.5366,0.1906,0.2714,10,3.1914,2.9558,0.2029,0.2869,1.0,1,0,0.8879,0.3635,0,0,train
000017,17,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,3.1914,25.0,3.1914,0.0521,1.3865,1.5875,2.9558,0.6042,0.2541,0.0,19.1947,19.1947,0.5662,0.2029,0.2869,10,3.51,2.9626,0.2025,0.262,1.0,1,0,0.7654,0.3233,0,0,train
000018,18,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,3.51,25.0,3.51,0.0521,1.4727,1.9241,2.9626,0.7188,0.2458,0.0,19.1947,19.1947,0.6375,0.2025,0.262,10,3.6858,3.1047,0.193,0.2456,1.0,1,0,0.6978,0.2593,0,0,train
000019,19,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,3.6858,25.0,3.6858,0.0521,2.3952,1.8798,3.1279,0.7917,0.2545,0.0,19.1947,19.1947,0.7277,0.1915,0.242,10,3.8245,3.1047,0.193,0.2456,1.0,1,0,0.6444,0.2433,0,0,train
000020,20,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,3.8245,25.0,3.8245,0.0521,2.4504,1.9816,3.1454,0.7708,0.2397,0.0,19.1947,19.1947,0.73,0.1903,0.2425,10,3.9161,3.1047,0.193,0.2456,1.0,1,0,0.6092,0.2328,0,0,train
000021,21,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,3.9161,25.0,3.9161,0.0521,2.3469,1.8142,3.3266,0.7083,0.2319,0.0,19.1947,19.1947,0.7667,0.1782,0.2456,10,3.9739,3.1047,0.193,0.2428,1.0,1,0,0.587,0.2261,0,0,train
000022,22,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,3.9739,25.0,3.9739,0.0521,2.2449,2.5904,3.2334,0.7604,0.2148,0.0,19.1947,19.1947,0.7453,0.1844,0.2358,10,4.011,3.1047,0.193,0.2428,1.0,0,0,0.5727,0.2218,0,0,train
000023,23,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.011,25.0,4.011,0.0521,1.7917,2.9199,3.1047,0.75,0.2118,0.0,19.1947,19.1947,0.76,0.193,0.2428,10,4.0407,3.1708,0.1886,0.2422,1.0,0,0,0.5613,0.2184,0,0,train
000024,24,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.0407,25.0,4.0407,0.0521,2.8957,1.7291,3.1708,0.7812,0.2541,0.0,19.1947,19.1947,0.7489,0.1886,0.2422,10,4.0812,3.0942,0.1937,0.2457,1.0,0,0,0.5457,0.2137,0,0,train
000025,25,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.0812,25.0,4.0812,0.0521,2.6611,2.2342,3.3232,0.8125,0.3043,0.0,19.1947,19.1947,0.8133,0.1785,0.2394,10,4.1122,3.0942,0.1937,0.2457,1.0,0,0,0.5338,0.2101,0,0,train
000026,26,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.1122,25.0,4.1122,0.0521,2.176,2.3041,3.3422,0.8646,0.3019,0.0,19.1947,19.1947,0.7984,0.1772,0.2276,10,4.1929,3.0942,0.1937,0.2457,1.0,0,0,0.5027,0.2008,0,0,train
000027,27,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.1929,25.0,4.1929,0.0521,2.1772,2.3672,3.285,0.8542,0.2718,0.0,19.1947,19.1947,0.8631,0.181,0.2262,10,4.2586,3.0942,0.1937,0.2457,1.0,0,0,0.4775,0.1932,0,0,train
000028,28,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.5981,25.0,4.5981,0.0521,2.6904,2.4247,3.3878,0.8333,0.2792,0.0,19.1947,19.1947,0.5606,0.1741,0.2274,10,4.1129,3.0942,0.1937,0.2457,1.0,0,0,0.5335,0.21,0,0,train
000029,29,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.5864,25.0,4.5864,0.0521,2.7132,2.0619,3.3093,0.8125,0.272,0.0,19.1947,19.1947,0.8994,0.1794,0.2335,10,4.1129,3.0942,0.1937,0.2457,1.0,0,0,0.5335,0.21,0,0,train
000030,30,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.3008,25.0,4.3008,0.0521,2.2177,2.3103,3.3566,0.8542,0.2796,0.0,19.1947,19.1947,0.5973,0.1762,0.2246,10,4.1129,3.0942,0.1937,0.2457,1.0,0,0,0.5335,0.21,0,0,train
000031,31,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.2586,25.0,4.2586,0.0521,2.2485,2.4015,3.2214,0.8438,0.2606,0.0,19.1947,19.1947,0.7898,0.1852,0.2288,10,4.1129,3.0263,0.1982,0.2457,1.0,0,0,0.5335,0.2219,0,0,train
000032,32,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.7137,25.0,4.7137,0.0521,2.6298,2.4069,3.3842,0.7604,0.2647,0.0,19.1947,19.1947,0.6911,0.1744,0.2392,10,4.1129,3.0263,0.1982,0.2457,1.0,0,0,0.5335,0.2219,0,0,train
000033,33,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,5.1024,25.0,5.1024,0.0521,2.6403,2.3627,3.3067,0.7708,0.2645,0.0,19.1947,19.1947,0.8501,0.1796,0.2405,10,4.1129,3.0263,0.1982,0.2457,1.0,0,0,0.5335,0.2219,0,0,train
000034,34,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.9982,25.0,4.9982,0.0521,1.6517,1.8869,3.0942,0.7604,0.2343,0.0,19.1947,19.1947,1.1148,0.1937,0.2457,10,4.1129,3.0263,0.1982,0.2399,1.0,0,0,0.5335,0.2219,0,0,train
000035,35,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.6797,25.0,4.6797,0.0521,1.6432,1.6233,3.1425,0.75,0.1969,0.0,19.1947,19.1947,1.0939,0.1905,0.2382,10,4.1129,3.0263,0.1982,0.2399,1.0,0,0,0.5335,0.2219,0,0,train
000036,36,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.5248,25.0,4.5248,0.0521,2.6534,2.2295,3.2996,0.8125,0.2339,0.0,19.1947,19.1947,0.6324,0.18,0.2263,10,4.1129,3.0263,0.1982,0.2399,1.0,0,0,0.5335,0.2219,0,0,train
000037,37,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.352,25.0,4.352,0.0521,2.279,2.3225,3.3748,0.8542,0.2315,0.0,19.1947,19.1947,0.6983,0.175,0.2142,10,4.1129,3.0263,0.1982,0.2399,1.0,0,0,0.5335,0.2219,0,0,train
000038,38,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.1129,25.0,4.1129,0.0521,1.7215,2.3757,3.2825,0.875,0.1921,0.0,19.1947,19.1947,0.6864,0.1812,0.2062,10,4.5408,3.0263,0.1982,0.2399,1.0,0,0,0.3689,0.1725,0,0,train
000039,39,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.5408,25.0,4.5408,0.0521,2.6977,2.4074,3.3268,0.8438,0.2218,0.0,19.1947,19.1947,0.45,0.1782,0.2165,10,4.5195,3.0263,0.1982,0.2399,1.0,0,0,0.3771,0.175,0,0,train
000040,40,warehouse_main,warehouse_main_chunk_0000,warehouse_aisle,1,0,1,0,0,4.7491,25.0,4.7491,0.0521,2.643,2.3225,3.3583,0.8229,0.2462,0.0,19.1947,19.1947,0.7399,0.1761,0.2241,9,4.5195,3.0263,0.1982,0.2399,1.0,0,0,0.3771,0.175,0,0,train
000050,50,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,1,0,0,4.4065,25.0,4.4065,0.0521,3.0204,2.3357,3.4978,0.7604,0.2281,0.0,19.1947,19.1947,0.0,0.1668,0.227,10,3.8325,2.8993,0.3472,0.3117,1.0,1,1,0.6413,0.4255,1,1,test
000051,51,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,1,0,0,4.3671,25.0,4.3671,0.0521,2.7464,2.3423,3.3981,0.7604,0.2122,0.0,19.1947,19.1947,0.8869,0.1735,0.2281,10,3.8325,2.8993,0.3472,0.3117,1.0,1,1,0.6413,0.4255,1,1,test
000052,52,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,1,0,0,3.9933,25.0,3.9933,0.0521,2.5862,2.2812,3.2486,0.7812,0.176,0.0,19.1947,19.1947,0.7704,0.3334,0.2457,10,3.8325,2.8993,0.3472,0.3117,1.0,1,1,0.6413,0.4255,1,1,test
000053,53,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,1,0,0,3.8325,25.0,3.8325,0.0521,2.5846,2.5782,3.2639,0.8333,0.1687,0.0,19.1947,19.1947,0.7946,0.3324,0.2331,10,3.8326,2.8993,0.3472,0.3117,1.0,1,1,0.6413,0.4254,1,1,test
000054,54,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,1,0,0,3.8326,25.0,3.8326,0.0521,2.5299,1.8504,3.042,0.8958,0.2506,0.0,19.1947,19.1947,0.7232,0.3472,0.2466,10,3.893,2.8993,0.342,0.3117,1.0,1,1,0.6181,0.4141,1,1,test
000055,55,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,1,0,0,3.893,25.0,3.893,0.0521,2.4819,1.842,3.1199,0.8646,0.3333,0.0,19.1947,19.1947,0.7744,0.342,0.266,10,3.9421,2.8448,0.2103,0.3129,1.0,1,0,0.5992,0.3353,0,0,test
000056,56,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,1,0,0,3.9421,25.0,3.9421,0.0521,2.469,1.76,3.5438,0.8229,0.417,0.0,19.1947,19.1947,0.7173,0.1637,0.2503,10,3.9993,2.8135,0.2124,0.314,1.0,1,0,0.5772,0.3454,0,0,test
000057,57,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,1,0,0,3.9993,25.0,3.9993,0.0521,2.6461,2.2086,3.5063,0.7812,0.4688,0.0,19.1947,19.1947,0.725,0.1662,0.2706,10,4.0993,2.69,0.2207,0.3167,1.0,1,0,0.5387,0.3989,0,0,test
000058,58,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,1,0,0,4.0993,25.0,4.0993,0.0521,2.4466,2.6725,3.5028,0.75,0.508,0.0,19.4377,19.4377,0.6896,0.1665,0.2848,10,4.1751,2.5968,0.2269,0.3193,1.0,1,1,0.5096,0.4445,1,1,test
000059,59,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,1,0,0,4.1751,25.0,4.1751,0.0521,2.143,2.9655,3.5183,0.7812,0.5102,0.0,19.1947,19.1947,0.6518,0.1654,0.2783,10,4.3243,2.5598,0.2293,0.3193,1.0,1,1,0.4522,0.4478,1,1,test
000060,60,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,1,0,0,4.3243,25.0,4.3243,0.0521,1.5823,3.2147,2.8993,0.6875,0.449,0.0,19.4377,19.4377,0.5291,0.2067,0.3117,10,4.5291,2.5252,0.2317,0.3193,1.0,1,1,0.3734,0.4435,1,1,test
000061,61,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,1,0,0,4.5291,25.0,4.5291,0.0521,1.6727,3.2204,3.0542,0.7083,0.336,0.0,19.4377,19.4377,0.2558,0.1964,0.2782,10,4.7975,2.5252,0.2317,0.3193,1.0,1,1,0.2702,0.4125,1,1,test
000062,62,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,1,0,0,4.7975,25.0,4.7975,0.0521,1.7651,3.0291,3.5957,0.8021,0.2263,0.0,19.4377,19.4377,1.028,0.1603,0.214,10,5.101,2.5252,0.2317,0.3193,1.0,1,0,0.1535,0.3775,0,0,test
000063,63,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,1,0,0,5.101,25.0,5.101,0.0521,2.2449,2.7419,3.1715,0.8125,0.274,0.0,19.6818,19.6818,1.3298,0.1886,0.2399,10,5.4767,2.5252,0.2317,0.3193,1.0,1,0,0.009,0.3341,0,0,test
000064,64,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,1,0,0,5.4767,25.0,5.4767,0.0521,2.2294,2.314,3.3517,0.8021,0.2857,0.0,19.6818,19.6818,1.2947,0.1766,0.2365,10,7.3025,2.5252,0.2317,0.3193,0.0,1,0,0.0,0.2815,0,0,test
000065,65,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,0,0,1,12.3468,25.0,12.3468,0.0521,0.1343,1.7107,2.8448,0.5833,0.3392,0.0,4.0862,4.0862,0.0,0.2103,0.3129,10,7.2839,2.5252,0.2317,0.3193,0.0,1,0,0.0,0.2815,0,0,test
000066,66,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,0,0,1,12.3244,25.0,12.3244,0.0521,1.1321,1.7159,2.8135,0.5833,0.3377,0.0,4.0862,4.0862,0.0278,0.2124,0.314,10,7.2659,2.5252,0.2317,0.3193,0.0,1,0,0.0,0.2815,0,0,test
000067,67,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,0,0,1,12.2346,25.0,12.2346,0.0521,1.0373,1.7835,2.69,0.5729,0.3141,0.0,4.0862,4.0862,0.3082,0.2207,0.3167,10,7.2487,2.5252,0.2317,0.3193,0.0,1,0,0.0,0.2815,0,0,test
000068,68,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,0,0,1,12.2222,25.0,12.2222,0.0521,1.0171,1.7967,2.5968,0.5729,0.3073,0.0,4.0862,4.0862,0.0812,0.2269,0.3193,10,7.2135,2.5252,0.2317,0.3185,0.0,1,0,0.0,0.2807,0,0,test
000069,69,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,0,0,1,12.2115,25.0,12.2115,0.0521,1.1282,1.7842,2.5598,0.5833,0.3052,0.0,4.0862,4.0862,0.0805,0.2293,0.3185,10,7.1927,2.5252,0.2317,0.3174,0.0,1,0,0.0,0.2796,0,0,test
000070,70,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,0,0,1,12.198,25.0,12.198,0.0521,1.5572,1.802,2.5252,0.5833,0.2924,0.0,4.0862,4.0862,0.0935,0.2317,0.3174,10,7.1731,2.6009,0.2266,0.3109,0.0,1,0,0.0,0.2309,0,0,test
000071,71,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,0,1,0,7.3984,25.0,7.3984,0.0521,0.0057,0.0115,2.6614,0.6771,0.2499,0.0,0.7849,0.7849,0.0,0.2226,0.2842,10,7.1199,2.6009,0.2266,0.3364,0.0,1,0,0.0,0.2564,0,0,test
000072,72,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,0,1,0,7.36,25.0,7.36,0.0521,0.0706,0.0052,2.6009,0.6667,0.2523,0.0,0.7849,0.7849,0.0478,0.2266,0.2894,10,7.1019,2.563,0.2291,0.3364,0.0,1,0,0.0,0.2775,0,0,test
000073,73,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,0,1,0,7.3411,25.0,7.3411,0.0521,0.0531,0.0016,2.771,0.6771,0.2508,0.0,0.7849,0.7849,0.02,0.2153,0.2797,10,7.0848,2.563,0.2291,0.3364,0.0,1,0,0.0,0.2775,0,0,test
000074,74,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,0,1,0,7.3025,25.0,7.3025,0.0521,0.4461,0.0235,2.7599,0.6875,0.241,0.0,0.7849,0.7849,0.0405,0.216,0.2761,10,7.0452,2.494,0.2337,0.3405,0.0,1,0,0.0,0.3199,0,0,test
000075,75,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,0,1,0,7.2839,25.0,7.2839,0.0521,0.4674,0.044,2.7478,0.6771,0.2391,0.0,0.7849,0.7849,0.0191,0.2168,0.2783,10,7.0266,2.494,0.2337,0.3405,0.0,1,0,0.0,0.3199,0,0,test
000076,76,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,0,1,0,7.2659,25.0,7.2659,0.0521,0.5306,0.0636,2.7364,0.6979,0.2359,0.0,0.7849,0.7849,0.018,0.2176,0.274,10,7.008,2.4862,0.2343,0.3414,0.0,1,0,0.0,0.3252,0,0,test
000077,77,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,1,0,0,1,0,7.2487,25.0,7.2487,0.0521,0.5523,0.0777,2.6413,0.6771,0.2343,0.0,0.7849,0.7849,0.0174,0.2239,0.282,10,6.9729,2.4862,0.2343,0.3414,0.0,1,0,0.0,0.3252,0,0,test
000078,78,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,2,0,0,2,0,7.2135,25.0,7.2626,0.1042,0.6488,0.0489,2.7127,0.6771,0.2693,0.0,0.8988,1.0126,0.4429,0.2192,0.3109,10,6.9348,2.4862,0.2343,0.3414,0.0,1,0,0.0,0.3252,0,0,test
000079,79,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,2,0,0,2,0,7.1927,25.0,7.2429,0.1042,0.8502,0.0793,2.6973,0.7083,0.2633,0.0,0.8988,1.0126,0.0278,0.2202,0.3041,10,6.899,2.4862,0.2343,0.3414,0.0,1,0,0.0,0.3252,0,0,test
000080,80,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,2,0,0,2,0,7.1731,25.0,7.2244,0.1042,0.8611,0.0477,2.6684,0.7083,0.2604,0.0,0.8988,1.0126,0.0297,0.2221,0.3048,10,6.8806,2.4862,0.2343,0.3414,0.0,1,0,0.0,0.3252,0,0,test
000081,81,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,3,0,0,3,0,7.1199,25.0,7.2828,0.1562,0.9212,0.7063,2.6124,0.7083,0.2814,0.0,1.2681,2.0067,0.3633,0.2258,0.3364,10,6.8631,2.4862,0.2343,0.3421,0.0,1,0,0.0,0.3259,0,0,test
000082,82,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,3,0,0,3,0,7.1019,25.0,7.2674,0.1562,0.9378,1.7874,2.563,0.7188,0.2781,0.0,1.2681,2.0067,0.0436,0.2291,0.3358,10,6.8274,2.4862,0.2343,0.347,0.0,1,0,0.0,0.3308,0,0,test
000083,83,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,3,0,0,3,0,7.0848,25.0,7.2524,0.1562,0.9611,1.7546,2.5805,0.7083,0.2721,0.0,1.2681,2.0067,0.0558,0.228,0.3359,10,6.8079,2.4862,0.2343,0.3477,0.0,1,0,0.0,0.3315,0,0,test
000084,84,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,3,0,0,3,0,7.0452,25.0,7.2181,0.1562,0.9492,1.7241,2.494,0.6979,0.266,0.0,1.2681,2.0067,0.1108,0.2337,0.3405,10,6.7572,2.4862,0.2343,0.3493,0.0,1,0,0.0,0.3331,0,0,test
000085,85,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,3,0,0,3,0,7.0266,25.0,7.2021,0.1562,0.9807,1.75,2.5071,0.6979,0.2619,0.0,1.2681,2.0067,0.0539,0.2329,0.3392,10,6.7415,2.4862,0.2343,0.3519,0.0,1,0,0.0,0.3357,0,0,test
000086,86,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,3,0,0,3,0,7.008,25.0,7.1862,0.1562,1.0128,1.7426,2.4862,0.6875,0.2584,0.0,1.2681,2.0067,0.0537,0.2343,0.3414,10,6.7083,2.5169,0.2322,0.3519,0.0,1,0,0.0,0.3186,0,0,test
000087,87,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,3,0,0,3,0,6.9729,25.0,7.1557,0.1562,1.0699,1.7824,2.6124,0.6667,0.2547,0.0,1.2681,2.0067,0.1182,0.2258,0.3394,10,6.6916,2.495,0.2337,0.3519,0.0,1,0,0.0,0.3308,0,0,test
000088,88,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,3,0,0,3,0,6.9348,25.0,7.1218,0.1562,1.0569,1.7659,2.6141,0.6667,0.2513,0.0,1.2681,2.0067,0.1233,0.2257,0.3387,10,6.6764,2.4834,0.2344,0.3519,0.0,1,0,0.0,0.3372,0,0,test
000089,89,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,3,0,0,3,0,6.899,25.0,7.0904,0.1562,0.9898,1.7751,2.6181,0.6771,0.2508,0.0,1.2681,2.0067,0.1281,0.2255,0.3363,10,6.6457,2.4834,0.2344,0.3519,0.0,1,0,0.0,0.3372,0,0,test
000090,90,warehouse_main,warehouse_main_chunk_0001,warehouse_aisle,3,0,0,3,0,6.8806,25.0,7.0741,0.1562,0.9698,1.7738,2.6034,0.6562,0.2523,0.0,1.2681,2.0067,0.0632,0.2264,0.3414,9,6.6457,2.4834,0.2344,0.3519,0.0,1,0,0.0,0.3372,0,0,test
000100,100,warehouse_main,warehouse_main_chunk_0002,warehouse_aisle,3,0,0,3,0,6.6309,25.0,6.8517,0.1562,1.3183,1.8146,2.5303,0.6562,0.2519,0.0,1.2681,2.0067,0.0,0.2313,0.3445,10,6.3937,2.4677,0.2355,0.3486,0.0,1,0,0.0,0.3427,0,0,train
000101,101,warehouse_main,warehouse_main_chunk_0002,warehouse_aisle,3,0,0,3,0,6.6151,25.0,6.8375,0.1562,1.3452,1.8046,2.5109,0.6458,0.2539,0.0,1.2681,2.0067,0.0631,0.2326,0.3478,10,6.3767,2.4677,0.2355,0.3486,0.0,1,0,0.0,0.3427,0,0,train
